;Season;Lg;W;L;Finish;Age;Ht.;Wt.;G;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Team;Year
123;1976-77;NBA;30;52;6;25.0;6-6;204.0;82;19705.0;3668;7840;0.468;;;;3668;7840;0.468;1553;2072;0.75;1220.0;2519.0;3739.0;1970;790.0;342.0;1648.0;2094;8889;MIL;1976
124;1975-76;NBA;38;44;1;24.9;6-6;209.0;82;19830.0;3456;7435;0.465;;;;3456;7435;0.465;1437;1952;0.736;1094.0;2688.0;3782.0;1817;715.0;468.0;1624.0;2041;8349;MIL;1975
125;1974-75;NBA;38;44;4;26.2;6-6;205.0;82;19805.0;3450;7367;0.468;;;;3450;7367;0.468;1354;1746;0.775;1021.0;2766.0;3787.0;1932;596.0;400.0;1540.0;1949;8254;MIL;1974
126;1973-74;NBA;59;23;1;27.3;6-7;205.0;82;19755.0;3726;7571;0.492;;;;3726;7571;0.492;1328;1741;0.763;1133.0;2881.0;4014.0;2225;726.0;519.0;1694.0;1864;8780;MIL;1973
127;1972-73;NBA;60;22;1;26.4;6-6;205.0;82;19755.0;3759;7808;0.481;;;;3759;7808;0.481;1271;1687;0.753;;;4245.0;2226;;;;1763;8789;MIL;1972
128;1971-72;NBA;63;19;1;26.3;6-6;204.0;82;19780.0;3813;7653;0.498;;;;3813;7653;0.498;1774;2399;0.739;;;4269.0;2160;;;;1862;9400;MIL;1971
129;1970-71;NBA;66;16;1;26.1;6-6;205.0;82;19780.0;3972;7803;0.509;;;;3972;7803;0.509;1766;2379;0.742;;;4344.0;2249;;;;1847;9710;MIL;1970
130;1969-70;NBA;56;26;2;24.9;6-6;207.0;82;19780.0;3923;8041;0.488;;;;3923;8041;0.488;1895;2589;0.732;;;4419.0;2168;;;;1971;9741;MIL;1969
131;1968-69;NBA;27;55;7;26.7;6-5;212.0;82;19680.0;3537;8258;0.428;;;;3537;8258;0.428;1966;2638;0.745;;;4727.0;1882;;;;2187;9040;MIL;1968
132;2022-23;NBA;54;28;2;28.2;6-6;224.0;82;19880.0;3347;6870;0.487;1035.0;2675.0;0.387;2312;4195;0.551;1719;2058;0.835;715.0;2641.0;3356.0;2063;635.0;389.0;1121.0;1675;9448;PHI;2022
133;2021-22;NBA;51;31;2;26.8;6-6;220.0;82;19805.0;3230;6932;0.466;950.0;2608.0;0.364;2280;4324;0.527;1605;1955;0.821;700.0;2770.0;3470.0;1945;633.0;435.0;1027.0;1590;9015;PHI;2021
134;2020-21;NBA;49;23;1;27.1;6-7;222.0;72;17430.0;2981;6257;0.476;811.0;2169.0;0.374;2170;4088;0.531;1409;1836;0.767;722.0;2522.0;3244.0;1706;655.0;447.0;1040.0;1456;8182;PHI;2020
135;2019-20;NBA;43;30;3;26.3;6-7;224.0;73;17595.0;3000;6417;0.468;848.0;2307.0;0.368;2152;4110;0.524;1236;1638;0.755;764.0;2553.0;3317.0;1884;586.0;389.0;1037.0;1529;8084;PHI;2019
136;2018-19;NBA;51;31;2;26.4;6-7;221.0;82;19805.0;3407;7233;0.471;889.0;2474.0;0.359;2518;4759;0.529;1742;2258;0.771;892.0;3025.0;3917.0;2207;606.0;432.0;1223.0;1745;9445;PHI;2018
137;2017-18;NBA;52;30;3;25.8;6-7;220.0;82;19780.0;3349;7098;0.472;901.0;2445.0;0.369;2448;4653;0.526;1405;1868;0.752;893.0;2996.0;3889.0;2221;682.0;420.0;1353.0;1811;9004;PHI;2017
138;2016-17;NBA;28;54;4;24.6;6-7;219.0;82;19830.0;3088;6992;0.442;831.0;2443.0;0.34;2257;4549;0.496;1393;1806;0.771;807.0;2706.0;3513.0;1949;692.0;420.0;1366.0;1793;8400;PHI;2016
139;2015-16;NBA;10;72;5;23.3;6-6;215.0;82;19805.0;2970;6887;0.431;764.0;2255.0;0.339;2206;4632;0.476;1284;1850;0.694;777.0;2605.0;3382.0;1765;680.0;495.0;1343.0;1780;7988;PHI;2015
140;2014-15;NBA;18;64;4;23.2;6-7;214.0;82;19805.0;2765;6777;0.408;692.0;2160.0;0.32;2073;4617;0.449;1320;1953;0.676;978.0;2536.0;3514.0;1683;789.0;487.0;1453.0;1778;7542;PHI;2014
141;2013-14;NBA;19;63;5;23.4;6-7;213.0;82;19855.0;3108;7150;0.435;577.0;1847.0;0.312;2531;5303;0.477;1362;1918;0.71;949.0;2556.0;3505.0;1791;765.0;330.0;1384.0;1844;8155;PHI;2013
142;2012-13;NBA;34;48;4;25.2;6-7;213.0;82;19755.0;3059;6895;0.444;518.0;1438.0;0.36;2541;5457;0.466;1004;1377;0.729;896.0;2493.0;3389.0;1867;609.0;384.0;1070.0;1505;7640;PHI;2012
143;2011-12;NBA;35;31;3;24.9;6-6;214.0;66;15915.0;2471;5516;0.448;349.0;963.0;0.362;2122;4553;0.466;889;1198;0.742;704.0;2144.0;2848.0;1453;526.0;340.0;738.0;1157;6180;PHI;2011
144;2010-11;NBA;41;41;3;24.7;6-6;217.0;82;19930.0;3125;6776;0.461;443.0;1248.0;0.355;2682;5528;0.485;1426;1851;0.77;850.0;2578.0;3428.0;1861;621.0;355.0;1063.0;1592;8119;PHI;2010
145;2009-10;NBA;27;55;4;25.4;6-6;216.0;82;19805.0;3087;6706;0.46;474.0;1381.0;0.343;2613;5325;0.491;1366;1808;0.756;941.0;2421.0;3362.0;1723;667.0;439.0;1192.0;1677;8014;PHI;2009
146;2008-09;NBA;41;41;2;26.1;6-6;217.0;82;19755.0;2997;6532;0.459;341.0;1072.0;0.318;2656;5460;0.486;1652;2216;0.745;1039.0;2336.0;3375.0;1647;658.0;415.0;1157.0;1650;7987;PHI;2008
147;2007-08;NBA;40;42;3;25.3;6-6;215.0;82;19755.0;3056;6648;0.46;302.0;952.0;0.317;2754;5696;0.483;1509;2137;0.706;1067.0;2370.0;3437.0;1673;712.0;400.0;1172.0;1620;7923;PHI;2007
148;2006-07;NBA;35;47;3;26.2;6-6;213.0;82;19880.0;2932;6408;0.458;284.0;823.0;0.345;2648;5585;0.474;1637;2135;0.767;899.0;2353.0;3252.0;1669;590.0;390.0;1258.0;1671;7785;PHI;2006
149;2005-06;NBA;38;44;2;26.5;6-6;213.0;82;19905.0;3001;6546;0.458;375.0;1031.0;0.364;2626;5515;0.476;1770;2330;0.76;873.0;2425.0;3298.0;1653;651.0;404.0;1159.0;1712;8147;PHI;2005
150;2004-05;NBA;43;39;2;26.4;6-6;219.0;82;19855.0;2946;6736;0.437;505.0;1453.0;0.348;2441;5283;0.462;1731;2194;0.789;909.0;2536.0;3445.0;1710;756.0;321.0;1274.0;1878;8128;PHI;2004
151;2003-04;NBA;33;49;5;27.5;6-6;219.0;82;19855.0;2682;6260;0.428;339.0;992.0;0.342;2343;5268;0.445;1512;2009;0.753;941.0;2408.0;3349.0;1640;654.0;358.0;1307.0;1701;7215;PHI;2003
152;2002-03;NBA;48;34;2;28.3;6-5;213.0;82;19855.0;2975;6640;0.448;245.0;787.0;0.311;2730;5853;0.466;1746;2253;0.775;1042.0;2415.0;3457.0;1771;844.0;284.0;1212.0;1804;7941;PHI;2002
153;2001-02;NBA;43;39;4;29.0;6-6;211.0;82;19730.0;2804;6436;0.436;214.0;715.0;0.299;2590;5721;0.453;1639;2104;0.779;1092.0;2534.0;3626.0;1638;705.0;363.0;1256.0;1645;7461;PHI;2001
154;2000-01;NBA;56;26;1;28.2;6-6;210.0;82;19855.0;2902;6487;0.447;262.0;803.0;0.326;2640;5684;0.464;1697;2277;0.745;1075.0;2600.0;3675.0;1692;690.0;408.0;1292.0;1673;7763;PHI;2000
155;1999-00;NBA;49;33;3;27.1;6-6;208.0;82;19830.0;2993;6776;0.442;208.0;643.0;0.323;2785;6133;0.454;1577;2226;0.708;1147.0;2468.0;3615.0;1817;791.0;386.0;1284.0;1939;7771;PHI;1999
156;1998-99;NBA;28;22;3;26.0;6-6;206.0;50;12150.0;1656;3883;0.426;98.0;371.0;0.264;1558;3512;0.444;1073;1486;0.722;729.0;1428.0;2157.0;934;542.0;271.0;822.0;1152;4483;PHI;1998
157;1997-98;NBA;31;51;7;25.4;6-6;213.0;82;19755.0;2837;6409;0.443;243.0;810.0;0.3;2594;5599;0.463;1734;2352;0.737;1125.0;2294.0;3419.0;1729;729.0;490.0;1354.0;1878;7651;PHI;1997
158;1996-97;NBA;22;60;6;25.5;6-6;213.0;82;19780.0;3003;6850;0.438;433.0;1356.0;0.319;2570;5494;0.468;1776;2450;0.725;1267.0;2355.0;3622.0;1695;683.0;394.0;1437.0;1733;8215;PHI;1996
159;1995-96;NBA;18;64;7;26.1;6-6;213.0;82;19730.0;2796;6418;0.436;492.0;1438.0;0.342;2304;4980;0.463;1662;2263;0.734;1031.0;2161.0;3192.0;1629;643.0;420.0;1414.0;1777;7746;PHI;1995
160;1994-95;NBA;24;58;6;25.1;6-7;213.0;82;19805.0;2949;6577;0.448;355.0;936.0;0.379;2594;5641;0.46;1567;2125;0.737;1105.0;2230.0;3335.0;1566;643.0;576.0;1355.0;1835;7820;PHI;1994
161;1993-94;NBA;25;57;6;27.2;6-6;208.0;82;19805.0;3103;6819;0.455;318.0;942.0;0.338;2785;5877;0.474;1509;2112;0.714;1012.0;2394.0;3406.0;1827;663.0;525.0;1368.0;1488;8033;PHI;1993
162;1992-93;NBA;26;56;6;27.1;6-6;205.0;82;19930.0;3225;7075;0.456;330.0;941.0;0.351;2895;6134;0.472;1776;2259;0.786;1031.0;2431.0;3462.0;2038;672.0;566.0;1362.0;1604;8556;PHI;1992
163;1991-92;NBA;35;47;5;27.6;6-6;208.0;82;19755.0;3187;6761;0.471;227.0;680.0;0.334;2960;6081;0.487;1757;2267;0.775;1058.0;2309.0;3367.0;1755;692.0;482.0;1238.0;1582;8358;PHI;1991
164;1990-91;NBA;44;38;2;28.4;6-6;211.0;82;20080.0;3289;6925;0.475;195.0;618.0;0.316;3094;6307;0.491;1868;2366;0.79;984.0;2496.0;3480.0;1824;678.0;479.0;1230.0;1629;8641;PHI;1990
165;1989-90;NBA;53;29;1;27.4;6-6;214.0;82;19805.0;3437;7028;0.489;189.0;543.0;0.348;3248;6485;0.501;1976;2509;0.788;1111.0;2406.0;3517.0;1932;687.0;365.0;1209.0;1697;9039;PHI;1989
166;1988-89;NBA;46;36;2;27.0;6-5;214.0;82;19780.0;3500;7201;0.486;204.0;646.0;0.316;3296;6555;0.503;1970;2504;0.787;1143.0;2356.0;3499.0;2110;689.0;354.0;1214.0;1721;9174;PHI;1988
167;1987-88;NBA;36;46;4;27.2;6-6;213.0;82;19905.0;3214;6785;0.474;152.0;471.0;0.323;3062;6314;0.485;2087;2731;0.764;1219.0;2307.0;3526.0;1897;672.0;465.0;1433.0;1866;8667;PHI;1987
168;1986-87;NBA;45;37;2;26.6;6-6;209.0;82;19880.0;3335;6792;0.491;88.0;340.0;0.259;3247;6452;0.503;1971;2617;0.753;1178.0;2327.0;3505.0;1943;768.0;540.0;1519.0;1774;8729;PHI;1986
169;1985-86;NBA;54;28;2;28.0;6-5;208.0;82;19905.0;3435;7058;0.487;51.0;224.0;0.228;3384;6834;0.495;2130;2810;0.758;1326.0;2378.0;3704.0;2017;862.0;490.0;1595.0;1798;9051;PHI;1985
170;1984-85;NBA;58;24;2;27.9;6-5;204.0;82;19805.0;3443;6992;0.492;59.0;224.0;0.263;3384;6768;0.5;2316;2883;0.803;1301.0;2364.0;3665.0;1999;817.0;534.0;1575.0;1971;9261;PHI;1984
171;1983-84;NBA;52;30;2;27.7;6-5;200.0;82;19955.0;3384;6833;0.495;29.0;107.0;0.271;3355;6726;0.499;2041;2706;0.754;1181.0;2382.0;3563.0;2032;807.0;653.0;1628.0;2040;8838;PHI;1983
172;1982-83;NBA;65;17;1;26.7;6-6;199.0;82;19830.0;3600;7212;0.499;25.0;109.0;0.229;3575;7103;0.503;1966;2650;0.742;1334.0;2596.0;3930.0;2016;812.0;577.0;1627.0;2041;9191;PHI;1982
173;1981-82;NBA;58;24;2;28.1;6-6;200.0;82;19855.0;3616;6974;0.518;41.0;139.0;0.295;3575;6835;0.523;1846;2471;0.747;1031.0;2389.0;3420.0;2264;856.0;622.0;1474.0;2183;9119;PHI;1981
174;1980-81;NBA;62;20;2;27.2;6-6;203.0;82;19855.0;3636;7073;0.514;19.0;84.0;0.226;3617;6989;0.518;1865;2427;0.768;1091.0;2618.0;3709.0;2369;857.0;591.0;1702.0;2061;9156;PHI;1980
175;1979-80;NBA;59;23;2;27.0;6-6;205.0;82;19855.0;3523;7156;0.492;27.0;125.0;0.216;3496;7031;0.497;1876;2431;0.772;1187.0;2635.0;3822.0;2226;792.0;652.0;1708.0;1860;8949;PHI;1979
176;1978-79;NBA;47;35;2;26.4;6-6;202.0;82;19805.0;3584;7338;0.488;;;;3584;7338;0.488;1815;2411;0.753;1149.0;2712.0;3861.0;2253;779.0;599.0;1771.0;2072;8983;PHI;1978
177;1977-78;NBA;55;27;1;26.2;6-6;205.0;82;19830.0;3628;7471;0.486;;;;3628;7471;0.486;2153;2863;0.752;1299.0;2694.0;3993.0;2220;800.0;548.0;1752.0;2188;9409;PHI;1977
178;1976-77;NBA;50;32;1;25.6;6-6;203.0;82;19780.0;3511;7322;0.48;;;;3511;7322;0.48;2012;2732;0.736;1293.0;2752.0;4045.0;1966;814.0;561.0;1915.0;2074;9034;PHI;1976
179;1975-76;NBA;46;36;2;26.3;6-6;202.0;82;19855.0;3462;7752;0.447;;;;3462;7752;0.447;1811;2469;0.733;1385.0;2684.0;4069.0;1658;809.0;367.0;1729.0;2187;8735;PHI;1975
180;1974-75;NBA;34;48;4;27.7;6-6;198.0;82;19805.0;3325;7476;0.445;;;;3325;7476;0.445;1530;2043;0.749;1200.0;2706.0;3906.0;1709;576.0;263.0;1591.0;1974;8180;PHI;1974
181;1973-74;NBA;25;57;4;28.4;6-5;200.0;82;19730.0;3331;7702;0.432;;;;3331;7702;0.432;1633;2118;0.771;1182.0;2626.0;3808.0;1799;756.0;220.0;1665.0;1964;8295;PHI;1973
182;1972-73;NBA;9;73;4;27.6;6-5;202.0;82;19730.0;3471;8264;0.42;;;;3471;8264;0.42;1598;2130;0.75;;;4174.0;1688;;;;1984;8540;PHI;1972
183;1971-72;NBA;30;52;3;28.3;6-5;204.0;82;19780.0;3577;8057;0.444;;;;3577;8057;0.444;2049;2825;0.725;;;4318.0;1920;;;;2203;9203;PHI;1971
184;1970-71;NBA;47;35;2;29.0;6-5;202.0;82;19755.0;3608;8026;0.45;;;;3608;8026;0.45;2199;2967;0.741;;;4437.0;1976;;;;2168;9415;PHI;1970
185;1969-70;NBA;42;40;4;28.1;6-5;198.0;82;19755.0;3915;8345;0.469;;;;3915;8345;0.469;2168;2884;0.752;;;4463.0;2127;;;;2196;9998;PHI;1969
186;1968-69;NBA;55;27;2;27.9;6-5;198.0;82;19805.0;3754;8274;0.454;;;;3754;8274;0.454;2238;3087;0.725;;;4513.0;1914;;;;2145;9746;PHI;1968
187;1967-68;NBA;62;20;1;27.6;6-6;212.0;82;19780.0;3965;8414;0.471;;;;3965;8414;0.471;2121;3338;0.635;;;5914.0;2197;;;;1851;10051;PHI;1967
188;1966-67;NBA;68;13;1;27.0;6-6;213.0;81;19515.0;3912;8103;0.483;;;;3912;8103;0.483;2319;3411;0.68;;;5701.0;2138;;;;1906;10143;PHI;1966
189;1965-66;NBA;55;25;1;26.5;6-6;214.0;80;19250.0;3650;8189;0.446;;;;3650;8189;0.446;2087;3141;0.664;;;5652.0;1905;;;;2094;9387;PHI;1965
190;1964-65;NBA;40;40;3;27.6;6-5;210.0;80;19275.0;3391;8028;0.422;;;;3391;8028;0.422;2221;3011;0.738;;;5246.0;1692;;;;2096;9003;PHI;1964
191;1963-64;NBA;34;46;3;27.4;6-4;201.0;80;;3394;8116;0.418;;;;3394;8116;0.418;2184;2851;0.766;;;5132.0;1643;;;;2251;8972;PHI;1963
192;1962-63;NBA;48;32;2;26.7;6-5;203.0;80;;3690;8290;0.445;;;;3690;8290;0.445;2350;3005;0.782;;;5516.0;1742;;;;2277;9730;PHI;1962
193;1961-62;NBA;41;39;3;26.8;6-5;203.0;80;;3706;8875;0.418;;;;3706;8875;0.418;2246;2880;0.78;;;5764.0;1791;;;;2344;9658;PHI;1961
194;1960-61;NBA;38;41;3;26.7;6-5;199.0;79;;3654;8746;0.418;;;;3654;8746;0.418;2278;2948;0.773;;;5726.0;1786;;;;2280;9586;PHI;1960
195;1959-60;NBA;45;30;3;27.0;6-5;196.0;75;;3406;8232;0.414;;;;3406;8232;0.414;2105;2662;0.791;;;5406.0;1676;;;;1939;8917;PHI;1959
196;1958-59;NBA;35;37;3;26.2;6-5;199.0;72;;3050;7490;0.407;;;;3050;7490;0.407;2046;2642;0.774;;;4900.0;1340;;;;1961;8146;PHI;1958
197;1957-58;NBA;41;31;2;26.6;6-4;199.0;72;;2823;7336;0.385;;;;2823;7336;0.385;2075;2617;0.793;;;4895.0;1298;;;;1820;7721;PHI;1957
198;1956-57;NBA;38;34;2;25.0;6-5;201.0;72;;2550;6915;0.369;;;;2550;6915;0.369;2075;2613;0.794;;;4350.0;1282;;;;1809;7175;PHI;1956
199;1955-56;NBA;35;37;3;26.1;6-4;193.0;72;;2466;6661;0.37;;;;2466;6661;0.37;2044;2703;0.756;;;4060.0;1710;;;;1783;6976;PHI;1955
200;1954-55;NBA;43;29;1;26.1;6-4;191.0;72;;2360;6343;0.372;;;;2360;6343;0.372;1837;2450;0.75;;;3933.0;1778;;;;1658;6557;PHI;1954
201;1953-54;NBA;42;30;2;25.5;6-3;192.0;72;;2054;5579;0.368;;;;2054;5579;0.368;1905;2650;0.719;;;3652.0;1541;;;;1852;6013;PHI;1953
202;1952-53;NBA;47;24;2;25.8;6-4;189.0;71;;1942;5329;0.364;;;;1942;5329;0.364;2197;2950;0.745;;;3472.0;1459;;;;2132;6081;PHI;1952
203;1951-52;NBA;40;26;1;25.8;6-4;192.0;66;;1894;5207;0.364;;;;1894;5207;0.364;1933;2589;0.747;;;3603.0;1373;;;;1970;5721;PHI;1951
204;1950-51;NBA;32;34;4;;;;66;;1884;5365;0.351;;;;1884;5365;0.351;1912;2634;0.726;;;3259.0;1493;;;;1995;5680;PHI;1950
205;1949-50;NBA;51;13;1;;;;64;;1869;5276;0.354;;;;1869;5276;0.354;1691;2396;0.706;;;;1473;;;;1833;5429;PHI;1949
206;2022-23;NBA;51;31;2;25.4;6-6;219.0;82;19880.0;3408;6984;0.488;950.0;2589.0;0.367;2458;4395;0.559;1439;1844;0.78;795.0;2574.0;3369.0;2045;586.0;384.0;1094.0;1560;9205;CLE;2022
207;2021-22;NBA;44;38;3;24.7;6-7;220.0;82;19730.0;3255;6940;0.469;953.0;2686.0;0.355;2302;4254;0.541;1376;1810;0.76;837.0;2786.0;3623.0;2064;580.0;343.0;1181.0;1433;8839;CLE;2021
208;2020-21;NBA;22;50;4;24.0;6-6;223.0;72;17430.0;2778;6175;0.45;720.0;2141.0;0.336;2058;4034;0.51;1200;1614;0.743;751.0;2327.0;3078.0;1716;559.0;325.0;1114.0;1308;7476;CLE;2020
209;2019-20;NBA;19;46;5;25.0;6-5;221.0;65;15725.0;2619;5715;0.458;727.0;2070.0;0.351;1892;3645;0.519;983;1296;0.758;704.0;2172.0;2876.0;1500;447.0;211.0;1073.0;1188;6948;CLE;2019
210;2018-19;NBA;19;63;5;25.2;6-6;214.0;82;19755.0;3189;7184;0.444;847.0;2388.0;0.355;2342;4796;0.488;1342;1694;0.792;879.0;2619.0;3498.0;1698;534.0;195.0;1106.0;1642;8567;CLE;2018
211;2017-18;NBA;50;32;1;30.6;6-6;227.0;82;19730.0;3311;6950;0.476;981.0;2636.0;0.372;2330;4314;0.54;1488;1909;0.779;694.0;2761.0;3455.0;1916;582.0;312.0;1126.0;1524;9091;CLE;2017
212;2016-17;NBA;51;31;1;29.2;6-6;228.0;82;19880.0;3275;6963;0.47;1067.0;2779.0;0.384;2208;4184;0.528;1431;1913;0.748;766.0;2821.0;3587.0;1858;539.0;327.0;1121.0;1486;9048;CLE;2016
213;2015-16;NBA;57;25;1;28.1;6-7;231.0;82;19855.0;3171;6888;0.46;880.0;2428.0;0.362;2291;4460;0.514;1333;1783;0.748;873.0;2777.0;3650.0;1861;551.0;317.0;1114.0;1666;8555;CLE;2015
214;2014-15;NBA;53;29;1;26.9;6-7;225.0;82;19780.0;3089;6739;0.458;826.0;2253.0;0.367;2263;4486;0.504;1453;1934;0.751;911.0;2612.0;3523.0;1814;603.0;340.0;1171.0;1510;8457;CLE;2014
215;2013-14;NBA;33;49;3;24.9;6-6;217.0;82;19930.0;3036;6955;0.437;584.0;1640.0;0.356;2452;5315;0.461;1398;1861;0.751;989.0;2629.0;3618.0;1738;579.0;304.0;1163.0;1640;8054;CLE;2013
216;2012-13;NBA;24;58;5;24.1;6-6;216.0;82;19730.0;2993;6901;0.434;547.0;1581.0;0.346;2446;5320;0.46;1380;1826;0.756;1004.0;2359.0;3363.0;1694;647.0;334.0;1149.0;1737;7913;CLE;2012
217;2011-12;NBA;21;45;5;26.0;6-6;215.0;66;15965.0;2261;5360;0.422;440.0;1273.0;0.346;1821;4087;0.446;1178;1645;0.716;841.0;1949.0;2790.0;1308;466.0;262.0;1017.0;1317;6140;CLE;2011
218;2010-11;NBA;19;63;5;26.6;6-6;215.0;82;19755.0;2886;6647;0.434;509.0;1489.0;0.342;2377;5158;0.461;1546;2075;0.745;856.0;2449.0;3305.0;1720;544.0;341.0;1166.0;1648;7827;CLE;2010
219;2009-10;NBA;61;21;1;28.0;6-7;224.0;82;19780.0;3101;6391;0.485;602.0;1582.0;0.381;2499;4809;0.52;1569;2180;0.72;791.0;2692.0;3483.0;1835;564.0;425.0;1137.0;1591;8373;CLE;2009
220;2008-09;NBA;66;16;1;26.6;6-7;218.0;82;19780.0;3022;6454;0.468;656.0;1670.0;0.393;2366;4784;0.495;1523;2012;0.757;886.0;2574.0;3460.0;1663;593.0;435.0;1045.0;1663;8223;CLE;2008
221;2007-08;NBA;45;37;2;27.1;6-7;219.0;82;19855.0;2937;6697;0.439;552.0;1544.0;0.358;2385;5153;0.463;1477;2061;0.717;1092.0;2563.0;3655.0;1640;579.0;427.0;1145.0;1712;7903;CLE;2007
222;2006-07;NBA;50;32;2;26.9;6-7;216.0;82;19880.0;2978;6658;0.447;494.0;1404.0;0.352;2484;5254;0.473;1484;2133;0.696;1039.0;2529.0;3568.0;1708;625.0;353.0;1177.0;1781;7934;CLE;2006
223;2005-06;NBA;50;32;2;27.1;6-7;216.0;82;19830.0;2908;6412;0.454;497.0;1465.0;0.339;2411;4947;0.487;1689;2318;0.729;959.0;2511.0;3470.0;1560;567.0;392.0;1137.0;1733;8002;CLE;2005
224;2004-05;NBA;42;40;4;26.5;6-8;224.0;82;19855.0;2990;6687;0.447;300.0;904.0;0.332;2690;5783;0.465;1634;2174;0.752;1117.0;2352.0;3469.0;1851;654.0;461.0;1141.0;1850;7914;CLE;2004
225;2003-04;NBA;35;47;5;24.9;6-8;229.0;82;19855.0;2922;6753;0.433;247.0;786.0;0.314;2675;5967;0.448;1528;2030;0.753;1118.0;2619.0;3737.0;1808;585.0;537.0;1216.0;1743;7619;CLE;2003
226;2002-03;NBA;17;65;8;23.5;6-7;221.0;82;19830.0;2850;6746;0.422;293.0;896.0;0.327;2557;5850;0.437;1502;2012;0.747;1118.0;2542.0;3660.0;1712;636.0;521.0;1501.0;1864;7495;CLE;2002
227;2001-02;NBA;29;53;7;26.0;6-7;220.0;82;19855.0;2948;6582;0.448;387.0;1026.0;0.377;2561;5556;0.461;1529;1980;0.772;968.0;2483.0;3451.0;1891;572.0;470.0;1196.0;1752;7812;CLE;2001
228;2000-01;NBA;30;52;6;26.9;6-6;225.0;82;19830.0;2890;6532;0.442;220.0;659.0;0.334;2670;5873;0.455;1561;2040;0.765;1015.0;2440.0;3455.0;1708;642.0;436.0;1350.0;1904;7561;CLE;2000
229;1999-00;NBA;32;50;6;27.2;6-6;215.0;82;19855.0;2977;6734;0.442;343.0;919.0;0.373;2634;5815;0.453;1653;2205;0.75;1010.0;2499.0;3509.0;1941;715.0;363.0;1427.0;2219;7950;CLE;1999
230;1998-99;NBA;22;28;7;26.7;6-6;210.0;50;12050.0;1562;3561;0.439;182.0;534.0;0.341;1380;3027;0.456;1016;1356;0.749;472.0;1316.0;1788.0;1093;452.0;203.0;785.0;1208;4322;CLE;1998
231;1997-98;NBA;47;35;5;24.6;6-7;213.0;82;19830.0;2817;6207;0.454;298.0;801.0;0.372;2519;5406;0.466;1653;2187;0.756;955.0;2331.0;3286.0;1894;814.0;419.0;1418.0;1939;7585;CLE;1997
232;1996-97;NBA;42;40;5;26.7;6-6;217.0;82;19855.0;2704;5972;0.453;483.0;1284.0;0.376;2221;4688;0.474;1282;1773;0.723;909.0;2159.0;3068.0;1714;655.0;315.0;1188.0;1882;7173;CLE;1996
233;1995-96;NBA;47;35;3;27.5;6-6;213.0;82;19830.0;2761;5998;0.46;596.0;1582.0;0.377;2165;4416;0.49;1355;1775;0.763;867.0;2055.0;2922.0;1818;674.0;340.0;1073.0;1685;7473;CLE;1995
234;1994-95;NBA;43;39;4;28.3;6-6;211.0;82;19930.0;2756;6255;0.441;398.0;1033.0;0.385;2358;5222;0.452;1507;1982;0.76;1045.0;2237.0;3282.0;1672;630.0;349.0;1176.0;1694;7417;CLE;1994
235;1993-94;NBA;47;35;4;27.9;6-6;205.0;82;19855.0;3133;6731;0.465;294.0;813.0;0.362;2839;5918;0.48;1736;2254;0.77;1090.0;2353.0;3443.0;2049;705.0;426.0;1136.0;1701;8296;CLE;1993
236;1992-93;NBA;54;28;2;28.8;6-6;202.0;82;19830.0;3425;6887;0.497;283.0;742.0;0.381;3142;6145;0.511;1699;2119;0.802;929.0;2496.0;3425.0;2349;615.0;536.0;1120.0;1580;8832;CLE;1992
237;1991-92;NBA;57;25;2;27.6;6-6;202.0;82;19805.0;3427;7025;0.488;253.0;708.0;0.357;3174;6317;0.502;1819;2259;0.805;1041.0;2450.0;3491.0;2260;616.0;621.0;1073.0;1556;8926;CLE;1991
238;1990-91;NBA;33;49;6;26.8;6-7;205.0;82;19830.0;3259;6857;0.475;160.0;479.0;0.334;3099;6378;0.486;1665;2176;0.765;1011.0;2329.0;3340.0;2240;643.0;450.0;1281.0;1672;8343;CLE;1990
239;1989-90;NBA;42;40;4;26.1;6-7;201.0;82;19880.0;3214;6977;0.461;346.0;851.0;0.407;2868;6126;0.468;1637;2201;0.744;1128.0;2380.0;3508.0;2106;645.0;512.0;1243.0;1666;8411;CLE;1989
240;1988-89;NBA;57;25;2;26.1;6-7;203.0;82;19755.0;3466;6904;0.502;170.0;474.0;0.359;3296;6430;0.513;1821;2438;0.747;1033.0;2475.0;3508.0;2260;791.0;586.0;1323.0;1592;8923;CLE;1988
241;1987-88;NBA;42;40;5;24.6;6-7;205.0;82;19780.0;3313;6755;0.49;127.0;336.0;0.378;3186;6419;0.496;1813;2438;0.744;1015.0;2289.0;3304.0;2070;733.0;526.0;1439.0;1836;8566;CLE;1987
242;1986-87;NBA;31;51;6;24.6;6-7;208.0;82;19755.0;3349;7122;0.47;81.0;338.0;0.24;3268;6784;0.482;1779;2554;0.697;1257.0;2420.0;3677.0;1912;672.0;559.0;1619.0;1853;8558;CLE;1986
243;1985-86;NBA;29;53;5;27.0;6-6;208.0;82;19780.0;3478;7239;0.48;132.0;391.0;0.338;3346;6848;0.489;1748;2325;0.752;1086.0;2455.0;3541.0;2064;627.0;436.0;1411.0;2267;8836;CLE;1985
